KAUM科番号,科,Family,和名,学名,Remarks,和名ヘボン式表記,目
219.2,ハナダイ科,Anthiadidae,イトヒキコハクハナダイ,Pseudanthias rubrolineatus (Fourmanoir & Rivaton 1979),"
Motomura et al (2010) Biogeogr 12:119-125，伊豆半島，伊豆大島，父島，嫁島，高知県，竹島（大隅諸島），横当島；本村ほか（2013）「硫黄島・竹島の魚類」；和田ほか（2021）Ichthy, Nat Hist Fish Jpn 10:105-113，伊豆半島，伊豆大島，小笠原諸島（父島，嫁島，兄島），高知県，大隅諸島（竹島），トカラ列島（横当島），沖縄諸島（水納島，沖縄島）；Jeong & Motomura (2021) Bull Kagoshima Univ Mus 16:1-116，大隅諸島竹島；中村・本村（2022）Ichthy, Nat Hist Fish Jpn 19:26-43，高次分類群の標準和名（ハナダイ科ハナダイ亜科ナガハナダイ属）；佐藤ほか（2023）「トワイライトゾーン深海生物」，沖縄県；本田ほか（2024）神奈川県立博物館研究報告（自然科学）53:127-218，相模湾
",Itohikikohakuhanadai,"ペルカ目
Perciformes"
219.2,ハナダイ科,Anthiadidae,ベニハナダイ,Pseudanthias sp.,"
本村ほか（2013）「硫黄島・竹島の魚類」；Motomura & Harazaki (2017) Bull Kagoshima Univ Mus 9:1-183，屋久島；園山ほか（2020）鹿児島大学総合研究博物館研究報告11:1-152，山口県日本海側；Jeong & Motomura (2021) Bull Kagoshima Univ Mus 16:1-116，大隅諸島硫黄島・竹島；中村・本村（2022）Ichthy, Nat Hist Fish Jpn 19:26-43，高次分類群の標準和名（ハナダイ科ハナダイ亜科ナガハナダイ属）；本田ほか（2024）神奈川県立博物館研究報告（自然科学）53:127-218，相模湾；阿部ほか（2024）Ichthy, Nat Hist Fish Jpn 45:1-14，口永良部島
",Benihanadai,"ペルカ目
Perciformes"
219.2,ハナダイ科,Anthiadidae,キンギョハナダイ,Pseudanthias squamipinnis (Peters 1855),"
本村ほか（2013）「硫黄島・竹島の魚類」；Kuriiwa et al (2014) CheckList 10:1479-1501，豆南諸島；Motomura et al (2016) Mem Fac Fish Kagoshima Univ 64:10-34，宇治群島；Koeda et al (2016) Fishes of Yonaguni，与那国島；Motomura & Harazaki (2017) Bull Kagoshima Univ Mus 9:1-183，屋久島；木村ほか（2017）「口永良部島の魚類」；Nakae et al (2018) Mem Natl Mus Nat Sci Tokyo 52:205-361，奄美大島；Mochida & Motomura (2018) Bull Kagoshima Univ Mus 10:1-80，徳之島；本村ほか（2019）「奄美群島の魚類」；福田・小寺（2019）串本海中公園マリンパビリオン8:1-14，和歌山県串本；園山ほか（2020）鹿児島大学総合研究博物館研究報告11:1-152，山口県日本海側；Motomura & Uehara (2020) Bull Kagoshima Univ Mus 12:1-125，沖永良部島；Fujiwara & Motomura (2020) Bull Kagoshima Univ Mus 14:1-73，喜界島；Jeong & Motomura (2021) Bull Kagoshima Univ Mus 16:1-116，大隅諸島硫黄島・竹島；萩原（2022）横須賀市博物館資料集46:1-127，加計呂麻島；岩坪ほか（2022）「薩摩半島沿岸の魚類」；工藤ほか（2022）神奈川県自然誌資料43:97-142，三浦半島南西岸；中村・本村（2022）Ichthy, Nat Hist Fish Jpn 19:26-43，高次分類群の標準和名（ハナダイ科ハナダイ亜科ナガハナダイ属）；出羽ほか（2022）Ichthy, Nat Hist Fish Jpn 27:15-31，大隅諸島黒島；村瀬ほか（2023）Ichthy, Nat Hist Fish Jpn 33:33-114，宮崎県南部；Motomura (2023) Bull Kagoshima Univ Mus 20:1-250，種子島，馬毛島；本田ほか（2024）神奈川県立博物館研究報告（自然科学）53:127-218，相模湾；Aizawa et al (2024) Univ Mus, Univ Tokyo Material Rep 132:253-327，東京（市場），和歌山県，長崎県；Koreeda & Motomura (2025) Bull Kagoshima Univ Mus 21:1-119，甑島列島；畠中ほか（2025）Ichthy, Nat Hist Fish Jpn 56:8-30，宇治群島；木村・笹木（2025）「三重県の魚類図鑑」；和田ほか（2025）Mikuraensis 14:5-54，御蔵島
",Kingyohanadai,"ペルカ目
Perciformes"
219.2,ハナダイ科,Anthiadidae,リュウキュウハナダイ,Pseudanthias taira Schmidt 1931,"
Nakae et al (2018) Mem Natl Mus Nat Sci Tokyo 52:205-361，奄美大島；中村・本村（2022）Ichthy, Nat Hist Fish Jpn 19:26-43，高次分類群の標準和名（ハナダイ科ハナダイ亜科ナガハナダイ属）
",Ryukyuhanadai,"ペルカ目
Perciformes"
219.2,ハナダイ科,Anthiadidae,ボニンハナダイ,"Pseudanthias tequila Gill, Tea & Senou 2017","
Gill et al (2017) Zootaxa 4341:67-76，小笠原諸島；中村・本村（2022）Ichthy, Nat Hist Fish Jpn 19:26-43，高次分類群の標準和名（ハナダイ科ハナダイ亜科ナガハナダイ属）；本田ほか（2024）神奈川県立博物館研究報告（自然科学）53:127-218，相模湾
",Boninhanadai,"ペルカ目
Perciformes"
219.2,ハナダイ科,Anthiadidae,クマソハナダイ,Pseudanthias venator Snyder 1911,"
中村・本村（2022）Ichthy, Nat Hist Fish Jpn 19:26-43，高次分類群の標準和名（ハナダイ科ハナダイ亜科ナガハナダイ属）
",Kumasohanadai,"ペルカ目
Perciformes"
219.2,ハナダイ科,Anthiadidae,アサヒハナゴイ,Pyronotanthias flavoguttatus (Katayama & Masuda 1980),"
Gill (2022) Zootaxa 5092:41-66，Pseudanthias BleekerからPyronotanthias Gillに変属（Pyronotanthiasの和名なし）；栗岩（2022）「日本魚類館」，アカボシハナゴイ属（新称）；中村・本村（2022）Ichthy, Nat Hist Fish Jpn 19:26-43，高次分類群の標準和名（ハナダイ科ハナダイ亜科アカボシハナゴイ属）；本田ほか（2024）神奈川県立博物館研究報告（自然科学）53:127-218，相模湾；Aizawa et al (2024) Univ Mus, Univ Tokyo Material Rep 132:253-327，伊豆大島
",Asahihanagoi,"ペルカ目
Perciformes"
219.2,ハナダイ科,Anthiadidae,アカボシハナゴイ,Pyronotanthias lori (Lubbock & Randall 1976),"
本村ほか（2013）「硫黄島・竹島の魚類」；Motomura & Harazaki (2017) Bull Kagoshima Univ Mus 9:1-183，屋久島；Motomura & Uehara (2020) Bull Kagoshima Univ Mus 12:1-125，沖永良部島；Jeong & Motomura (2021) Bull Kagoshima Univ Mus 16:1-116，大隅諸島竹島；Gill (2022) Zootaxa 5092:41-66，Pseudanthias BleekerからPyronotanthias Gillに変属（Pyronotanthiasの和名なし）；栗岩（2022）「日本魚類館」，アカボシハナゴイ属（新称）；中村・本村（2022）Ichthy, Nat Hist Fish Jpn 19:26-43，高次分類群の標準和名（ハナダイ科ハナダイ亜科アカボシハナゴイ属）；本田ほか（2024）神奈川県立博物館研究報告（自然科学）53:127-218，相模湾；阿部ほか（2024）Ichthy, Nat Hist Fish Jpn 45:1-14，口永良部島
",Akaboshihanagoi,"ペルカ目
Perciformes"
219.2,ハナダイ科,Anthiadidae,コウリンハナダイ,Pyronotanthias parvirostris (Randall & Lubbock 1981),"
岩坪ほか（2011）Nat Kagoshima 37:17-22，竹島（大隅諸島）；本村ほか（2013）「硫黄島・竹島の魚類」；Motomura & Harazaki (2017) Bull Kagoshima Univ Mus 9:1-183，屋久島；Jeong & Motomura (2021) Bull Kagoshima Univ Mus 16:1-116，大隅諸島竹島；Gill (2022) Zootaxa 5092:41-66，Pseudanthias BleekerからPyronotanthias Gillに変属（Pyronotanthiasの和名なし）；栗岩（2022）「日本魚類館」，アカボシハナゴイ属（新称）；中村・本村（2022）Ichthy, Nat Hist Fish Jpn 19:26-43，高次分類群の標準和名（ハナダイ科ハナダイ亜科アカボシハナゴイ属）；本田ほか（2024）神奈川県立博物館研究報告（自然科学）53:127-218，相模湾
",Korinhanadai,"ペルカ目
Perciformes"
219.2,ハナダイ科,Anthiadidae,オオテンハナゴイ,Pyronotanthias smithvanizi (Randall & Lubbock 1981),"
Gill (2022) Zootaxa 5092:41-66，Pseudanthias BleekerからPyronotanthias Gillに変属（Pyronotanthiasの和名なし）；栗岩（2022）「日本魚類館」，アカボシハナゴイ属（新称）；中村・本村（2022）Ichthy, Nat Hist Fish Jpn 19:26-43，高次分類群の標準和名（ハナダイ科ハナダイ亜科アカボシハナゴイ属）
",Otenhanagoi,"ペルカ目
Perciformes"
219.2,ハナダイ科,Anthiadidae,ホカケハナダイ,Rabaulichthys suzukii Masuda & Randall 2001,"
工藤ほか（2019）神奈川自然誌資料40:49-58，三浦半島；工藤ほか（2022）神奈川県自然誌資料43:97-142，三浦半島南西岸；中村・本村（2022）Ichthy, Nat Hist Fish Jpn 19:26-43，高次分類群の標準和名（ハナダイ科ハナダイ亜科ホカケハナダイ属）；本田ほか（2024）神奈川県立博物館研究報告（自然科学）53:127-218，相模湾
",Hokakehanadai,"ペルカ目
Perciformes"
219.2,ハナダイ科,Anthiadidae,サクラダイ,Sacura margaritacea (Hilgendorf 1879),"
岩坪ほか（2011）Nat Kagoshima 37:17-22，薩摩半島西岸；竹内ほか（2015）日本生物地理学会会報70:1-11，対馬；吉田ほか（2017）Nat Kagoshima 43:111-116，中之島；田城ほか（2017）タクサ42:22-40，京都；Iwatsuki et al (2017) Bull Grad Sch Bioresour Mie Univ 43:27-55，宮崎県（日向灘）；吉郷（2018）比和科学博物館研究報告59:127-203，瀬戸内海；小枝ほか（2018）「内之浦の魚類」；吉田ほか（2019）Nat Kagoshima 45:291-294，種子島；園山ほか（2020）鹿児島大学総合研究博物館研究報告11:1-152，山口県日本海側；Motomura (2020) Ichthyofaunal Studies in the Tokara Is，中之島；畑・吉田（2020）四国自然史科学研究13:7-11，徳島県小松島市沖；小枝ほか（2020）「大隅市場魚類図鑑」；岩坪ほか（2022）「薩摩半島沿岸の魚類」；工藤ほか（2022）神奈川県自然誌資料43:97-142，三浦半島南西岸；中村・本村（2022）Ichthy, Nat Hist Fish Jpn 19:26-43，高次分類群の標準和名（ハナダイ科ハナダイ亜科サクラダイ属）；松本ほか（2022）Ichthy, Nat Hist Fish Jpn 27:74-86，薩摩半島南岸；佐藤ほか（2023）「トワイライトゾーン深海生物」，沖縄県；Motomura (2023) Bull Kagoshima Univ Mus 20:1-250，種子島；本田ほか（2024）神奈川県立博物館研究報告（自然科学）53:127-218，相模湾；Koreeda & Motomura (2025) Bull Kagoshima Univ Mus 21:1-119，甑島列島；木村・笹木（2025）「三重県の魚類図鑑」；和田ほか（2025）Mikuraensis 14:5-54，御蔵島
",Sakuradai,"ペルカ目
Perciformes"
219.2,ハナダイ科,Anthiadidae,タスキサクラダイ,Sacura parva Heemstra & Randall 1979,"餐場ほか（2025）Ichthy, Nat Hist Fish Jpn 59:18-23，日本初記録（沖縄島）",Tasukisakuradai,"ペルカ目
Perciformes"
219.2,ハナダイ科,Anthiadidae,ミズホハナダイ,"Sayonara elongata (Wu, Randall & Chen 2011)","
岡本ほか（2012）魚類学雑誌59:55-60，熊本沖の東シナ海；中村・本村（2022）Ichthy, Nat Hist Fish Jpn 19:26-43，高次分類群の標準和名（ハナダイ科ハナダイ亜科イズハナダイ属）；Tang & Chen (2025) Zool J Linne Soc 205:zlaf148，Plectranthias→Sayonara；Sayonaraはカスミサクラダイ属［田中（1921）］
",Mizuhohanadai,"ペルカ目
Perciformes"
219.2,ハナダイ科,Anthiadidae,カスミサクラダイ,Sayonara japonica (Steindachner 1883),"
Iwatsuki et al (2017) Bull Grad Sch Bioresour Mie Univ 43:27-55，宮崎県（日向灘）；岩坪・本村（2017）「鹿児島湾の魚類」；吉郷（2018）比和科学博物館研究報告59:127-203，瀬戸内海；小枝ほか（2018）「内之浦の魚類」；小枝ほか（2020）「大隅市場魚類図鑑」；Gill et al (2021) Zootaxa 4918:1-116，豪州産本属の再検討（西オーストラリアから記録）；中村・本村（2022）Ichthy, Nat Hist Fish Jpn 19:26-43，高次分類群の標準和名（ハナダイ科ハナダイ亜科イズハナダイ属）；佐藤ほか（2023）「トワイライトゾーン深海生物」，沖縄県；本田ほか（2024）神奈川県立博物館研究報告（自然科学）53:127-218，相模湾；木村・笹木（2025）「三重県の魚類図鑑」；Tang & Chen (2025) Zool J Linne Soc 205:zlaf148，Plectranthias→Sayonara；Sayonaraはカスミサクラダイ属［田中（1921）］
",Kasumisakuradai,"ペルカ目
Perciformes"
219.2,ハナダイ科,Anthiadidae,ユズノミハナダイ,"Sayonara xanthomaculatus (Wu, Randall & Chen 2011)","
岡本・本村 (2017) 日本生物地理学会会報71: 47-52，日本初記録（東シナ海）；松沼ほか（2017）魚類学雑誌64:185-189，高知・沖縄県からの記録；中村・本村（2022）Ichthy, Nat Hist Fish Jpn 19:26-43，高次分類群の標準和名（ハナダイ科ハナダイ亜科イズハナダイ属）；餐場・遠藤（2024）Ichthy, Nat Hist Fish Jpn 46:15-20，静岡県；Tang & Chen (2025) Zool J Linne Soc 205:zlaf148，Plectranthias→Sayonara；Sayonaraはカスミサクラダイ属［田中（1921）］
",Yuzunomihanadai,"ペルカ目
Perciformes"
219.2,ハナダイ科,Anthiadidae,スミツキハナダイ,Selenanthias analis Tanaka 1918,"
Gill et al (2021) Zootaxa 4918:1-116，豪州産本属の再検討（台湾，ベトナム，インドネシア，オーストラリア北西部から記録）；望月ほか（2021）Ichthy, Nat Hist Fish Jpn 14:48-53，大隅諸島竹島；岩坪ほか（2022）「薩摩半島沿岸の魚類」；中村・本村（2022）Ichthy, Nat Hist Fish Jpn 19:26-43，高次分類群の標準和名（ハナダイ科ハナダイ亜科スミツキハナダイ属）；松本ほか（2022）Ichthy, Nat Hist Fish Jpn 27:74-86，薩摩半島南岸；Motomura (2023) Bull Kagoshima Univ Mus 20:1-250，種子島；本田ほか（2024）神奈川県立博物館研究報告（自然科学）53:127-218，相模湾；Aizawa et al (2024) Univ Mus, Univ Tokyo Material Rep 132:253-327，東京（市場）；Koreeda & Motomura (2025) Bull Kagoshima Univ Mus 21:1-119，甑島列島；木村・笹木（2025）「三重県の魚類図鑑」
",Sumitsukihanadai,"ペルカ目
Perciformes"
219.2,ハナダイ科,Anthiadidae,キイハナダイ,Selenanthias sp.,"
池田・中坊（2015）「南日本太平洋沿岸の魚類」；中村・本村（2022）Ichthy, Nat Hist Fish Jpn 19:26-43，高次分類群の標準和名（ハナダイ科ハナダイ亜科スミツキハナダイ属）；本田ほか（2024）神奈川県立博物館研究報告（自然科学）53:127-218，相模湾
",Kiihanadai,"ペルカ目
Perciformes"
219.2,ハナダイ科,Anthiadidae,ハナゴンベ,Serranocirrhitus latus Watanabe 1949,"
本村ほか（2013）「硫黄島・竹島の魚類」；Koeda et al (2016) Fishes of Yonaguni，与那国島；Motomura & Harazaki (2017) Bull Kagoshima Univ Mus 9:1-183，屋久島；木村ほか（2017）「口永良部島の魚類」；Nakae et al (2018) Mem Natl Mus Nat Sci Tokyo 52:205-361，奄美大島；本村ほか（2019）「奄美群島の魚類」；Motomura & Uehara (2020) Bull Kagoshima Univ Mus 12:1-125，沖永良部島；Jeong & Motomura (2021) Bull Kagoshima Univ Mus 16:1-116，大隅諸島硫黄島；萩原（2022）横須賀市博物館資料集46:1-127，奄美大島or加計呂麻島；岩坪ほか（2022）「薩摩半島沿岸の魚類」；中村・本村（2022）Ichthy, Nat Hist Fish Jpn 19:26-43，高次分類群の標準和名（ハナダイ科ハナダイ亜科ハナゴンベ属）；本田ほか（2024）神奈川県立博物館研究報告（自然科学）53:127-218，相模湾
",Hanagombe,"ペルカ目
Perciformes"
219.2,ハナダイ科,Anthiadidae,ヒメハナダイ,Tosana niwae Smith & Pope 1906,"
Iwatsuki et al (2017) Bull Grad Sch Bioresour Mie Univ 43:27-55，宮崎県（日向灘）；吉郷（2018）比和科学博物館研究報告59:127-203，瀬戸内海；Nakae et al (2018) Mem Natl Mus Nat Sci Tokyo 52:205-361，奄美大島；Gill et al (2019) Zootaxa 4614:566-574，香港のAnthias albofasciatus Fowler & Bean 1930はTosana niwae Smith & Pope 1906の新参異名；Gill et al (2021) Zootaxa 4996:49-82，相模湾，伊豆半島，駿河湾，高知県；村瀬ほか（2021）「ひむかの海の魚たち」，宮崎県門川町；橋本ほか（2021）Ichthy, Nat Hist Fish Jpn 11:6-11，鹿児島湾，志布志湾；中村・本村（2022）Ichthy, Nat Hist Fish Jpn 19:26-43，高次分類群の標準和名（ハナダイ科ハナダイ亜科ヒメハナダイ属）；本田ほか（2024）神奈川県立博物館研究報告（自然科学）53:127-218，相模湾；Aizawa et al (2024) Univ Mus, Univ Tokyo Material Rep 132:253-327，和歌山県；吉田ほか（2025）Ichthy, Nat Hist Fish Jpn 53:23-39，薩摩半島；木村・笹木（2025）「三重県の魚類図鑑」
",Himehanadai,"ペルカ目
Perciformes"
219.2,ハナダイ科,Anthiadidae,イトヒキハナダイ,Tosanoides filamentosus Kamohara 1953,"
中村・本村（2022）Ichthy, Nat Hist Fish Jpn 19:26-43，高次分類群の標準和名（ハナダイ科ハナダイ亜科イトヒキハナダイ属）；本田ほか（2024）神奈川県立博物館研究報告（自然科学）53:127-218，相模湾
",Itohikihanadai,"ペルカ目
Perciformes"
